1,1,
45,30,25,23,22,21,20,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,8,_,_,_,6,_,_,_,4,4,4,[3, 4],3,2,2,2,2,1,1,
47,30,26,24,22,22,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,6,6,_,_,4,4,4,4,3,2,2,2,2,2,1,
47,31,26,24,23,22,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,8,_,_,_,6,_,_,_,4,4,4,[3, 4],3,2,2,2,2,1,1,
49,32,27,25,23,23,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,8,_,_,_,_,6,6,_,_,4,4,4,4,3,2,2,2,2,2,1,
49,33,27,26,24,24,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,8,_,_,_,_,6,_,_,4,4,4,4,[3, 4],3,2,2,2,2,1,1,
51,34,28,26,25,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,4,3,2,2,2,2,2,1,
51,34,29,26,25,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,[3, 4],3,2,2,2,2,1,1,
53,34,29,27,26,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,4,3,2,2,2,2,2,1,
53,35,30,28,26,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,[3, 4],3,2,2,2,2,1,1,
55,36,30,28,27,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,4,3,2,2,2,2,2,1,
55,37,31,28,27,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,[3, 4],3,2,2,2,2,1,1,
57,38,31,29,28,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,4,3,2,2,2,2,2,1,
57,38,32,30,28,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,[3, 4],2,2,2,2,2,1,1,
59,38,33,30,29,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,[3, 4],2,2,2,2,2,2,1,
59,39,33,30,29,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,[3, 4],2,2,2,2,2,1,1,
